date,bronze_correction_trips_removed,bronze_distance_km_mean,bronze_duplicate_rows_removed,bronze_duration_mean,bronze_excessive_daily_events_units,bronze_idle_time_invalid_corrected,bronze_ingestion_duration_sec,bronze_invalid_avg_speed_rows,bronze_mean_fuel_consumption_ecol,bronze_mean_fuel_consumption_ecor,bronze_mean_fuel_consumption_fms_high,bronze_negative_fuel_events,bronze_null_primary_key_rows,bronze_rows_dropped_by_rules,bronze_start_after_end_rows,bronze_std_fuel_consumption_ecol,bronze_std_fuel_consumption_ecor,bronze_std_fuel_consumption_fms_high,bronze_survival_rate,p95_fuel_per_100km,p95_idling_per_100km,raw_avg_speed_mean,raw_distance_mean,raw_ingestion_duration_sec,raw_max_trip_end_ts,raw_mean_fuel_consumption_ecol,raw_mean_fuel_consumption_ecor,raw_mean_fuel_consumption_fms_high,raw_min_trip_start_ts,raw_null_count_avg_speed,raw_null_count_distance,raw_null_count_fuel_consumption_fms_low,raw_null_count_gps_coverage,raw_null_count_idle_time,raw_null_count_max_speed,raw_null_count_start,raw_null_count_start_longitude,raw_null_count_unit_id,raw_poor_gps_coverage_count,raw_std_fuel_consumption_ecol,raw_std_fuel_consumption_ecor,raw_std_fuel_consumption_fms_high,silver_avg_speed_imputed,silver_fuel_fms_low_available,silver_ingestion_duration_sec,silver_ml_imputation_count,silver_ml_imputed_fuel_p95,silver_ml_large_error_count,silver_null_vehicle_fuel_subtype_rows,silver_vehicle_info_join_miss_rate,silver_vehicle_type_nulls
2025-10-20,-0.1238971671461403,-0.9405500505764411,-0.14088812452063104,-0.5164278321239151,0.2605219404938134,-0.10299985543143263,3.548681254892911,0.04685618941900283,0.0367610972718543,0.4799623316804988,0.05976823977398741,-0.0957826285221151,1.3053715713204725,-0.06593041396685853,-0.17125849151007094,0.7780781690486126,0.27747242386767157,-0.41704855110515265,-0.19230654048486967,0.4322921765370379,-0.627904106275004,-0.04824606790284194,-0.6537033408118462,1.284586706733155,-1.7199099059902647,0.13759596406794516,-0.7051618113268393,0.10787077568602361,-0.13710344308519948,0.007233658278119284,0.3956459349264409,0.6558523343127112,-0.006533201255322646,-0.02530934335785349,-0.055076357168530106,-0.16460278021867367,0.834348770165223,2.001323702222231,0.2753375337540955,0.6646460761852838,-1.0421464554199003,-0.17116010651152583,0.029346627637194908,0.7983577189971536,6.833260879273019,0.53308065815252,0.5862212153438691,0.6602887487572591,0.5421877543105538,-1.6976718162323188,0.015774274298691097
2025-10-21,-0.12098522739188827,-0.950781523071012,-0.14150444984734825,-0.40211941829168796,0.5991309978826459,-0.10139877006200022,3.7421540923947445,0.18766012554019892,-0.6442387742247682,0.5307355876276239,0.11818373989076907,-0.0957826285221151,1.380415633614213,0.10178362415856029,-0.17126552267991418,-0.7611445218164398,0.08221315150029612,-0.17804178280316754,-0.23106071043485138,0.483073372629022,-0.640446792134035,-0.03409782395589181,-0.6902210262067425,1.3029403266148814,-1.6883777343057762,-0.44501746190938074,-0.7227079095173288,0.16601079907156463,-0.13565566353082995,0.033592374453233195,0.48623355978969723,0.7960538674199161,0.01885743898721071,-0.01934522733616509,-0.05192045819937631,2.2848277323518786,0.9304360040018849,-0.17553412622749154,0.09103552025678889,-0.6539486885018654,-1.0533330245316639,-0.16733783854784637,0.06414506737472686,0.8924599709184735,3.8347521946732455,0.6304951710326363,0.556220128886619,0.7677362556467566,0.643950768015423,-1.646159386096872,0.11649063492338943
2025-10-22,-0.12403551722496221,-0.9209319917442773,-0.1443504226795424,-0.37791832091157385,-0.3387861256811114,-0.1268912286036721,2.986798070286136,-0.13604134089721187,0.2826307583416304,0.4629590152024357,-0.2940349951423096,-0.0957826285221151,3.7900558378934237,-0.2273087615360609,-0.17126200709499256,3.6092170383213853,0.11397589443408063,-0.6986715754870433,-1.296937726896828,0.3463379849566401,-0.7913046980058387,-0.043676218305366714,-0.6552223604155232,1.2877922151241112,-1.6568455626212877,0.16372408941009206,-0.72448113070632,-0.17825700687291818,-0.13424215783584115,0.017915874833297027,0.427174693606777,0.7868651329018866,0.010827718028248624,-0.025592706336259503,-0.055411984519217895,3.8501546973315866,0.8473976537726708,1.7037729211828607,0.15060202391035216,2.5883080685252695,-1.0687231242417712,-0.13418355993186384,-0.07707315844484985,0.4020582936317112,3.2193319195961734,0.6162459646602928,-1.9170678240272823,-0.5114523535405144,0.20401901432688072,-1.6495986876313165,-0.22868908209511085
2025-10-23,-0.12360070269152187,-0.9375627912932641,-0.14405434482651158,-0.12558176897142653,-0.3505582484095474,-0.12399564868023052,1.5580307482369924,-0.09998074318463859,0.4988765700011303,0.671945332253985,0.3249021984729857,-0.0957826285221151,3.7470971043510466,-0.16995518243536029,-0.17125849151007094,-0.15122953324656987,0.3200316694105506,-0.1473820779681179,-1.3224403382298529,0.5445165752733147,-0.6412823883299238,-0.0552944991870446,-0.6496621227396229,1.283059441191716,-1.6253133909367992,0.18610168177339917,-0.6990715565383987,0.43360096203425574,-0.13388296132276514,0.018705569164049425,0.5420450365312914,0.7566640577330279,0.009794423877340929,-0.0247021369755549,-0.05493609499212327,-0.16460278021867367,0.8604465373801188,5.454464390637767,0.23138836877773353,-0.3040845223340802,-1.0519612653289745,-0.16022382680237005,-0.08579609173026335,0.3685875218113,-0.500258889409128,0.1719142789763765,0.5512254630558044,0.264216611722759,0.17256299196208652,-1.5647326880196497,-0.23414735553653845
2025-10-24,-0.13400331099913262,-0.9441904377495285,-0.1444591859724925,-0.45112297935755225,-1.3539711820624214,-0.14135777300549393,-0.8133832107154505,-0.46678457421133507,0.23891756919300688,-0.03298151388183017,-0.9047276942568944,-0.0957826285221151,5.851661194818771,-0.5127056551487105,-0.17126552267991418,0.5020163793702511,0.12754445667338576,-0.7829719048020699,-2.4001453214945325,0.4545962759496793,-0.05860538566394095,-0.08584248787478518,-0.6725658491001628,-0.35550014388235796,-1.5937812192523106,0.5450204357109817,-0.7387968928004323,-0.9018846369877184,-0.13133563755886618,-0.018346035111252393,0.22370393428310123,0.619767340232804,-0.03038573188390943,-0.04600833425665441,-0.06902242499412402,9.054463421104328,0.8588952714967159,-0.17553412622749154,-0.10217824598011027,0.6111569725799374,-0.9795904425073692,-0.17552946516241305,-0.2643503378794923,-0.10178656250095401,-0.5206993839869659,-0.35151825179500834,0.28118752879419934,-0.23979562507316707,-0.3611648440001376,-1.6441792057279951,-0.6557429007350252
2025-10-25,-0.23261397670421022,-0.9389176056121709,-0.14509968091986528,-1.0509692389821375,-1.78311856516268,-0.1732545730248954,-0.980419450856106,-0.9894414685639741,-2.898062944034969,-1.7322018450895142,-0.4781925573158066,-0.0957826285221151,2.1823185001962657,-0.9920421912383306,-0.17126903826483578,-1.1921129964386539,-1.3958443100994282,0.31616717555041357,-2.42538022810586,-0.9759264584975499,-0.13846136564813108,-0.1809038930091556,-0.6731428675998153,-0.4442687355817745,-1.5622490475678223,-2.351211650405397,-0.9222709707721141,-0.4346488895253973,-0.1298180654332954,-0.32171671666029616,-1.1140266415466873,-1.0790324551248134,-0.3780537188271038,-0.24797867048432862,-0.18061601441609085,2.258448852391612,-0.7128108211933737,0.9530424864340898,-1.2258138324431351,-1.0950336470277466,-1.0713323942494644,-0.15185833962074466,-0.6018532213016973,-1.3677773540197036,-0.5820669263469498,-1.3939975595000589,-0.292332910526383,-1.309983854142178,-1.4416693124935365,-2.2392921734785047,-1.5040557956626532
2025-10-26,-0.2666151555994471,-0.8480771810117101,-0.1448640271184734,1.3252434100194446,-1.0844965908787678,-0.18995809485776816,-1.0103181322351378,-1.1034835504123581,-1.1871610730795457,0.2168479963062935,1.1016560992095055,-0.0957826285221151,-0.2333381912581519,-1.106998622510796,-0.1712725538497574,0.2515430523726604,0.2660208810667419,1.189266891488261,0.5541209881787315,-1.86354047851761,-2.8456762103559288,0.006751087591431834,-0.6516811034929472,-0.49504897444486196,-1.5307168758833338,-1.277874634769741,-0.7202083633732201,0.8177336681007518,-0.12925130190107353,-0.41957478440353285,-1.8129908674177517,-1.6685766498962586,-0.48029462557569574,1.1725874076408105,-0.21003099655398144,-0.16460278021867367,-1.6974996534169429,-0.17553412622749154,-1.6985431267892743,0.18226811091203193,-1.0700256973773594,-0.14046472092939352,-0.6665708557411769,-1.44541857061951,-0.5873891001188488,-1.495584380206325,0.507307466610032,-1.493319962512938,-1.5021268509320962,-1.5371536257708422,-1.5618910628810676
2025-10-27,-0.13249463633007444,-0.9513509248854332,-0.14347427393077775,0.21277872632789116,0.6808937411965106,-0.08974831907591767,-0.7151355605899739,-0.07083630669657322,-0.5386580517481773,0.7148020528558697,0.8487265014060403,-0.0957826285221151,-0.2333381912581519,0.022961401812450776,-0.17126200709499256,0.10208603327388993,0.7331834215708655,0.3522096845276252,0.5631956463354159,0.8314317551615732,-0.3814951138442791,-0.0593450940622417,-0.6875063452939361,-0.3807230590528121,-1.4991847041988453,-0.48118438174770134,-0.6514833808712652,0.9304098766032418,-0.12713922381748027,6.199867198408302,0.3955732321777545,0.6241187169951845,-0.018159732388436708,-0.04291832844451269,-0.059980523979326246,-0.16460278021867367,0.6920885635637454,-0.17553412622749154,0.2552207759412693,0.06824282201266937,-0.97504188590026,-0.12494289537689299,2.503193830731495,1.0347107511552212,-0.49521504118599535,0.7424037914983704,0.5896376501347939,0.9338700687056355,0.808974674335033,-1.476983008921146,0.28580926791123606
2025-10-28,-0.1349651734518946,-0.9527365416557657,-0.1417582308642318,-0.4057966648234441,1.1851686711636973,-0.09141753573766634,-0.6825385475925045,0.20770600259670396,-0.3252816561005986,0.7612886712647202,0.7082784590801067,-0.0957826285221151,-0.2333381912581519,0.04919739254196358,-0.17126903826483578,1.073403757318682,0.9321400630411072,0.2834952503110471,0.5766359439285185,0.8366663667816443,-0.4132941424460402,-0.061376984838530414,-0.6792717579614905,-0.3763937349470546,-1.4676525325143568,-0.22569271576678554,-0.6474110592575952,0.7894596874476799,-0.1257810251380299,0.015151944675663625,0.3286382348871408,0.7558224632260562,9.541538578920326,-0.04797838163033429,-0.06127293974764637,-0.16460278021867367,0.6471018529450614,-0.17553412622749154,-0.6545617732820865,0.9885065745512802,-0.9706776862115931,-0.14342949046839523,0.16295211168041074,1.1570711137118064,-0.43359775883563123,0.8754390735092237,0.38567020022216153,1.10474669045706,0.9317157027551586,-1.5870745398637298,0.3605801369718881
2025-10-29,-0.1366517267937238,-0.9579374394214094,-0.14018116311645543,-0.4378365090716009,1.0802897595830854,-0.10889321221679017,0.7696892661523496,0.049470357055508084,-0.5130293323595116,0.5339218161707621,-0.1435565720172535,-0.0957826285221151,-0.2333381912581519,0.1711957880719942,-0.1712725538497574,-0.15921012979899188,0.5404625418342472,-0.5768071955678806,0.5406856147939428,0.5317697886150669,-2.6037157351171274,-0.06829186265110564,-0.6840409027070555,0.11064633095612492,-1.4361203608298683,-0.41199352176024095,-0.6816842900293507,-0.06912630682092497,-0.12572765815226775,6.60285675262726,0.5186105172047081,0.7969830978437067,0.003618322196724707,8.320958276938901,-0.06371750910787978,-0.16460278021867367,0.6975636196228144,-0.17553412622749154,0.27136062780841413,-0.17472053350354697,-0.9936293189902987,-0.17423105086075935,2.7033501646051894,1.2401993420854505,-0.020983982473600993,1.4166999632469512,-2.29033032482512,0.08392212699613716,0.9539193992290592,-1.4394231035832832,0.42970580541846093
